STATE,WINNER,MAJORITY,TURNOUT,URBAN_RURAL,GPS_VOTE,PH_VOTE,PSB_VOTE,PBK_VOTE,ASPIRASI_VOTE,MALAY_MELANAU,CHINESE,IBAN,BIDAYUH,ORANG_ULU,OTHERS,AGE_21_29,AGE_30_39,AGE_40_49,AGE_50_59,AGE_60_69,AGE_70_79,AGE_80_89,AGE_90_PLUS,MALE,FEMALE
N69 Kemena,GPS,6307,65.2,Urban,10861,4634,3670,224,90,23,36,30,0,9,2,18,20,18,17,13,8,4,2,51,49
